"","Record","Sale_amount","Sale_date","Beds","Baths","Sqft_home","Sqft_lot","Type","Build_year","Town","University","Type2"
"4522",4522,197000,42564,3,2,1928,8808,3,2005,23,14,3
"4523",4523,3e+05,42432,4,3.5,1980,6098,3,2005,23,14,3
"4524",4524,85000,42468,5,2,2452,262666.8,3,1993,23,14,3
"4525",4525,246900,42485,2,2,1640,39204,3,1976,23,14,3
"4526",4526,285671,42430,4,2.75,2408,10062,3,2006,23,14,3
"4527",4527,260000,42489,4,3,2216,8686,3,2006,23,14,3
"4528",4528,265900,42455,4,3,2252,13068,3,2006,23,14,3
"4529",4529,209000,42451,3,2,1805,8860,3,2009,23,14,3
"4530",4530,191500,42458,3,3,1750,4356,3,2009,23,14,3
"4531",4531,279900,42398,4,3,2516,14810.4,3,2007,23,14,3
"4532",4532,214900,42423,3,2,2720,10110,3,2007,23,14,3
"4533",4533,189000,42431,3,2,1842,8381,3,2010,23,14,3
"4534",4534,260000,42514,4,4,2700,8250,3,2007,23,14,3
"4535",4535,3e+05,42464,4,3,2562,9916,3,2007,23,14,3
"4536",4536,260000,42443,4,2.5,2380,10454,3,2009,23,14,3
"4537",4537,235000,42457,4,3,2238,9257,3,2012,23,14,3
"4538",4538,359000,42458,4,3,2877,10890,3,2007,23,14,3
"4539",4539,212900,42503,3,2,1990,4678,3,2008,23,14,3
"4540",4540,184250,42559,2,2,1570,4413,3,1977,23,14,3
"4541",4541,191000,42536,3,2,1896,5510,3,1998,23,14,3
"4542",4542,334900,42397,5,3,3340,13068,3,2010,23,14,3
"4543",4543,156000,42491,2,1,1184,4256,3,1982,23,14,3
"4544",4544,178700,42549,3,2,1672,5471,3,2004,23,14,3
"4545",4545,175000,42429,3,2,1672,4356,3,2011,23,14,3
"4546",4546,254500,42566,3,4,2400,4791,3,2010,23,14,3
"4547",4547,169000,42510,3,2,1924,5201,3,1997,23,14,3
"4548",4548,246000,42398,3,3,2055,8242,3,2010,23,14,3
"4549",4549,240000,42461,3,3,1946,9213,3,2011,23,14,3
"4550",4550,252000,42516,4,3,2280,10890,3,2009,23,14,3
"4551",4551,214900,42536,3,2,2088,5175,3,2009,23,14,3
"4552",4552,317392,42495,3,3,1966,7851,3,2011,23,14,3
"4553",4553,295000,42436,4,3,3286,8372,3,2010,23,14,3
"4554",4554,288000,42492,4,2.75,2604,8002,3,2010,23,14,3
"4555",4555,167900,42440,3,2,1672,6168,3,2006,23,14,3
"4556",4556,145000,42551,3,1,1188,4321,1,1983,23,14,1
"4557",4557,176000,42450,3,2,1930,8939,3,1999,23,14,3
"4558",4558,242500,42424,3,2.75,2060,8721,3,2011,23,14,3
"4559",4559,346900,42478,5,2.75,3680,17859.6,3,2011,23,14,3
"4560",4560,199000,42405,4,2,1597,6534,3,2009,23,14,3
"4561",4561,305000,42402,4,3,2800,11761.2,3,2010,23,14,3
"4562",4562,1425000,42530,6,6,6921,35719.2,3,2009,23,14,3
"4563",4563,192900,42523,3,2,1790,4356,3,2013,23,14,3
"4564",4564,327000,42535,5,3,3000,9583,3,2014,23,14,3
"4565",4565,167500,42402,3,2,895,5950,3,2012,23,14,3
"4566",4566,238000,42450,3,3,1954,7266,3,2011,23,14,3
"4567",4567,195000,42481,3,3,1979,5611,3,2011,23,14,3
"4568",4568,256000,42492,2,2,3028,5153,3,2005,23,14,3
"4569",4569,165000,42410,3,2,1672,4251,1,2003,23,14,1
"4570",4570,168000,42475,3,2,1672,4295,3,1999,23,14,3
"4571",4571,180000,42489,3,2,1968,4552,1,2001,23,14,1
"4572",4572,305000,42472,2,2,1912,8276,3,2005,23,14,3
"4573",4573,167500,42482,3,2,1672,4552,3,2004,23,14,3
"4574",4574,228000,42559,3,3,1553,5153,3,2013,23,14,3
"4575",4575,328391,42423,4,3,2630,7405,3,2012,23,14,3
"4576",4576,479317,42468,4,3,2653,9148,3,2014,23,14,3
"4577",4577,440000,42422,6,2.5,2628,11325.6,3,2013,23,14,3
"4578",4578,419900,42479,4,3,2612,11325.6,3,2015,23,14,3
"4579",4579,168000,42464,3,2,1672,4356,3,1999,23,14,3
"4580",4580,180000,42403,3,2,1968,5227,3,2002,23,14,3
"4581",4581,399900,42409,4,2.5,3658,12632.4,3,2015,23,14,3
"4582",4582,238000,42479,3,3,2048,4234,3,2012,23,14,3
"4583",4583,204000,42398,3,3,1802,5092,3,2007,23,14,3
"4584",4584,209000,42510,3,2,1990,4500,3,2013,23,14,3
"4585",4585,395000,42398,5,4,3500,13939.2,3,2011,23,14,3
"4586",4586,175000,42404,3,2,1880,4487,3,2001,23,14,3
"4587",4587,80910,42424,5,3.5,2864,19166.4,3,2015,23,14,3
"4588",4588,499245,42416,4,2.5,2528,12196.8,3,2015,23,14,3
"4589",4589,255000,42510,4,3,3000,4809,3,2007,23,14,3
"4590",4590,360000,42444,5,3,3283,13939.2,3,2014,23,14,3
"4591",4591,569900,42461,6,4,4613,117176.4,3,1999,23,14,3
"4592",4592,183000,42545,3,2,1692,4552,3,2007,23,14,3
"4593",4593,425000,42501,3,2.5,4484,21344.4,3,2015,23,14,3
"4594",4594,520000,42486,5,3,1983,11761.2,3,2012,23,14,3
"4595",4595,226500,42522,3,3,1967,5210,3,2013,23,14,3
"4596",4596,72500,42426,2,1,884,4983,3,1971,23,14,3
"4597",4597,186500,42510,3,2,1968,4025,3,2004,23,14,3
"4598",4598,210000,42451,3,2,1937,6969,3,2014,23,14,3
"4599",4599,125000,42398,2,1.75,1672,4413,1,1995,23,14,1
"4600",4600,240000,42536,3,3,2100,4500,3,2013,23,14,3
"4601",4601,192500,42516,2,2,1840,5275,1,2009,23,14,1
"4602",4602,169900,42538,3,2,1672,6821,3,2007,23,14,3
"4603",4603,195000,42426,2,1,2082,10263,3,2012,23,14,3
"4604",4604,230500,42498,4,2,2180,8215,3,2013,23,14,3
"4605",4605,252000,42465,4,3,1324,8355,3,2013,23,14,3
"4606",4606,2e+05,42464,4,2,2180,6595,3,1992,23,14,3
"4607",4607,481000,42418,5,3,4264,20473.2,3,2011,23,14,3
"4608",4608,333000,42444,5,3,1794,10337,3,2011,23,14,3
"4609",4609,174000,42475,3,2,1968,3951,3,2003,23,14,3
"4610",4610,315000,42459,4,3,2586,10076,3,2009,23,14,3
"4611",4611,220500,42523,3,3,1998,4791,3,2012,23,14,3
"4612",4612,143000,42422,2,2,1748,65340,3,1971,24,24,3
"4613",4613,140500,42523,4,1,1657,135036,3,1961,24,24,3
"4614",4614,220000,42548,4,3,2500,163350,3,2000,24,24,3
"4615",4615,140000,42545,3,2,1303,10018,3,1972,24,24,3
"4616",4616,169900,42531,3,2,1892,12632.4,3,1977,24,24,3
"4617",4617,167500,42529,3,2,1778,10454,3,1973,24,24,3
"4618",4618,239000,42529,4,3,2690,43560,3,1976,24,24,3
"4619",4619,215000,42527,5,3,2502,43560,3,1971,24,24,3
"4620",4620,262900,42471,2,2.5,2291,43560,3,1939,24,24,3
"4621",4621,149000,42507,3,2,1628,43560,3,1978,24,24,3
"4622",4622,42000,42422,3,1,1338,43560,3,1946,24,24,3
"4623",4623,174000,42440,3,2,1449,43560,3,1994,24,24,3
"4624",4624,78000,42445,3,1,1157,43560,3,1956,24,24,3
"4625",4625,235000,42482,3,2.5,2766,43560,3,1987,24,24,3
"4626",4626,189000,42429,3,2,2186,10890,3,1979,24,24,3
"4627",4627,187300,42556,4,3,2093,43560,3,1981,24,24,3
"4628",4628,372000,42499,4,3,3100,23958,3,1973,24,24,3
"4629",4629,130000,42478,4,2,2350,43560,3,1965,24,24,3
"4630",4630,91214,42535,3,1.5,1120,8276,3,1988,24,24,3
"4631",4631,320000,42464,3,3,2030,43560,3,1971,24,24,3
"4632",4632,6e+05,42482,4,2.5,3253,10018,3,1996,24,24,3
"4633",4633,185000,42523,3,2.5,1792,19602,3,1993,24,24,3
"4634",4634,38500,42538,3,1,1150,25264.8,3,1939,24,24,3
"4635",4635,250000,42419,3,3,2609,116740.8,3,1978,24,24,3
"4636",4636,346000,42433,4,2,1788,43560,3,1968,24,24,3
"4637",4637,167900,42552,3,3,1500,15246,3,1967,24,24,3
"4638",4638,173900,42517,3,2,1705,43560,3,1993,24,24,3
"4639",4639,195000,42507,3,2,2261,43560,3,1991,24,24,3
"4640",4640,152000,42446,3,2,1556,43560,3,1977,24,24,3
"4641",4641,345000,42551,3,3,3450,16117.2,3,1992,24,24,3
"4642",4642,160000,42451,3,3,1962,43560,3,1977,24,24,3
"4643",4643,181000,42523,3,2.5,1925,4356,3,1977,24,24,3
"4644",4644,115500,42489,2,2,949,6098,3,1993,24,24,3
"4645",4645,69000,42523,3,2,1028,10018,3,1990,24,24,3
"4646",4646,102500,42513,2,1,1009,43560,3,1956,24,24,3
"4647",4647,135000,42473,3,2,1313,43560,3,1993,24,24,3
"4648",4648,161900,42445,4,2,1758,10018,3,1973,24,24,3
"4649",4649,252500,42458,3,2.5,2621,9583,3,1990,24,24,3
"4650",4650,205000,42502,4,2,2010,21780,3,1963,24,24,3
"4651",4651,142000,42465,3,2,1468,43560,3,1993,24,24,3
"4652",4652,183000,42465,3,2,1710,43560,3,1993,24,24,3
"4653",4653,133000,42510,3,2,1298,43560,3,1992,24,24,3
"4654",4654,285000,42508,4,3,3026,12196.8,3,1994,24,24,3
"4655",4655,112500,42530,2,2,900,6011,3,1993,24,24,3
"4656",4656,138500,42522,3,2,1449,8363,3,1992,24,24,3
"4657",4657,340000,42508,4,2.5,3183,14810.4,3,1995,24,24,3
"4658",4658,137000,42436,3,2,1357,8276,3,1994,24,24,3
"4659",4659,274900,42461,4,3,3065,19602,3,1995,24,24,3
"4660",4660,162000,42426,3,2,1743,43560,3,1995,24,24,3
"4661",4661,235000,42450,3,2.5,2525,13068,3,2000,24,24,3
"4662",4662,113900,42471,3,2,1185,43560,3,1994,24,24,3
"4663",4663,229635,42431,4,2.5,2187,10890,3,2000,24,24,3
"4664",4664,134500,42541,3,2,1326,8276,3,1994,24,24,3
"4665",4665,370000,42523,4,3,3842,21344.4,3,1996,24,24,3
"4666",4666,450000,42480,3,4,2642,15681.6,3,1966,24,24,3
"4667",4667,330000,42432,4,4,3050,13068,3,2004,24,24,3
"4668",4668,186100,42492,3,2,1826,11325.6,3,2000,24,24,3
"4669",4669,250000,42535,3,2.5,2257,20473.2,3,1996,24,24,3
"4670",4670,145000,42508,3,2,1470,12632.4,3,1995,24,24,3
"4671",4671,183000,42487,4,2,1950,11761.2,3,1995,24,24,3
"4672",4672,113000,42433,2,2,954,10018,3,1995,24,24,3
"4673",4673,97000,42466,2,1,985,6969,3,1995,24,24,3
"4674",4674,299000,42487,4,2.5,2500,16117.2,3,1998,24,24,3
"4675",4675,162000,42514,3,2,1621,6969,3,1996,24,24,3
"4676",4676,128604,42438,3,2,1531,43560,3,1995,24,24,3
"4677",4677,125000,42445,3,2,1408,9147,3,1994,24,24,3
"4678",4678,176000,42494,4,2,2146,11761.2,3,1995,24,24,3
"4679",4679,116000,42535,3,2,1046,7840,3,1995,24,24,3
"4680",4680,165000,42446,3,2.5,2021,11325.6,3,1997,24,24,3
"4681",4681,205550,42419,4,2,2068,10018,3,2000,24,24,3
"4682",4682,135000,42535,3,2,1447,10018,3,1996,24,24,3
"4683",4683,144000,42514,3,2,1554,10890,3,1999,24,24,3
"4684",4684,389000,42488,4,2.5,3570,13939.2,3,1996,24,24,3
"4685",4685,309000,42556,4,2.5,2869,43560,3,1997,24,24,3
"4686",4686,245000,42430,4,2,2166,10890,3,1995,24,24,3
"4687",4687,143000,42531,3,2,1488,10454,3,2000,24,24,3
"4688",4688,138500,42479,3,2,1483,8276,3,1998,24,24,3
"4689",4689,180000,42544,4,2,2090,12632.4,3,2004,24,24,3
"4690",4690,132000,42446,3,2,1331,10018,3,1999,24,24,3
"4691",4691,160000,42531,4,2,1751,43560,3,2005,24,24,3
"4692",4692,150000,42464,3,2,1753,10018,3,2001,24,24,3
"4693",4693,241500,42443,3,3,2516,16552.8,3,2003,24,24,3
"4694",4694,152500,42426,3,2,1492,43560,1,1999,24,24,1
"4695",4695,146500,42486,3,2.5,1512,8712,3,2004,24,24,3
"4696",4696,130000,42537,3,2,1254,6534,3,1998,24,24,3
"4697",4697,379000,42481,4,3.5,3230,12632.4,3,2001,24,24,3
"4698",4698,150000,42493,4,3,1911,9583,3,2003,24,24,3
"4699",4699,135000,42502,3,2,1385,7840,3,1997,24,24,3
"4700",4700,92400,42479,3,2,1032,9000,3,1959,24,24,3
"4701",4701,142000,42499,3,2,1475,10890,3,1999,24,24,3
"4702",4702,280000,42531,4,3,2782,19166.4,3,2001,24,24,3
"4703",4703,142500,42521,3,2,1450,7405,3,1997,24,24,3
"4704",4704,318000,42538,4,2.5,2774,19602,3,2000,24,24,3
"4705",4705,326000,42474,4,2.5,2965,14374.8,3,2002,24,24,3
"4706",4706,344000,42432,4,3.5,3347,10454,3,2000,24,24,3
"4707",4707,269000,42425,4,2,2640,39204,3,2001,24,24,3
"4708",4708,370000,42486,4,3.5,3196,11325.6,3,2005,24,24,3
"4709",4709,116000,42464,3,2,1340,8276,3,2003,24,24,3
"4710",4710,111000,42517,3,2,1090,6534,3,1996,24,24,3
"4711",4711,195000,42507,4,3,1887,10454,3,2003,24,24,3
"4712",4712,181000,42423,3,2.5,2034,43560,3,2004,24,24,3
"4713",4713,151000,42522,3,2,1794,87120,3,1994,24,24,3
"4714",4714,226000,42531,4,3,2419,9583,3,2004,24,24,3
"4715",4715,235000,42482,4,3,2294,43560,3,2005,24,24,3
"4716",4716,122500,42529,3,2,1130,43560,3,1996,24,24,3
"4717",4717,293200,42501,4,3.5,2989,16117.2,3,2002,24,24,3
"4718",4718,370000,42524,4,3,3483,43560,3,2003,24,24,3
"4719",4719,172500,42494,3,2,1612,87120,3,1968,24,24,3
"4720",4720,154900,42445,3,2,1598,8276,3,2004,24,24,3
"4721",4721,748000,42513,5,4.5,5152,43560,3,1999,24,24,3
"4722",4722,202000,42515,4,3,2300,9583,3,2004,24,24,3
"4723",4723,184700,42429,4,2,2189,14810.4,3,2004,24,24,3
"4724",4724,2e+05,42516,3,2.5,2299,9583,3,2004,24,24,3
"4725",4725,225000,42531,4,2,2319,11761.2,3,1999,24,24,3
"4726",4726,183000,42493,3,2,1828,43560,3,2004,24,24,3
"4727",4727,174000,42439,3,2,1676,43560,3,2004,24,24,3
"4728",4728,162900,42466,3,2,1635,43560,3,2003,24,24,3
"4729",4729,218000,42538,4,2,2037,43560,3,2005,24,24,3
"4730",4730,123250,42506,3,2,1234,43560,3,1999,24,24,3
"4731",4731,135000,42489,2,1,720,43560,3,1949,24,24,3
"4732",4732,110000,42510,3,2,1398,43560,3,1980,24,24,3
"4733",4733,129000,42510,3,2,1092,43560,3,1966,24,24,3
"4734",4734,152000,42522,3,2,1573,13068,3,2000,24,24,3
"4735",4735,122000,42506,3,2,1330,13503.6,3,1980,24,24,3
"4736",4736,130000,42436,3,2,1277,43560,3,1978,24,24,3
"4737",4737,70100,42423,2,1,924,17424,3,1933,24,24,3
"4738",4738,189000,42489,3,2.5,2052,14374.8,3,1980,24,24,3
"4739",4739,129900,42464,3,2,1246,8276,3,1980,24,24,3
"4740",4740,825100,42478,3,3.5,2577,27007.2,3,1940,24,24,3
"4741",4741,233000,42514,3,2,2056,43560,3,1987,24,24,3
"4742",4742,53000,42461,1,1,504,34412.4,3,1959,24,24,3
"4743",4743,310000,42473,3,3,2810,43560,3,1979,24,24,3
"4744",4744,390600,42472,3,2,2698,6969,3,1939,24,24,3
"4745",4745,215000,42433,3,2,1742,20037.6,3,1980,24,24,3
"4746",4746,168000,42487,3,2,1646,12196.8,3,1979,24,24,3
"4747",4747,252000,42432,4,3,2032,10018,3,1956,24,24,3
"4748",4748,150000,42459,3,2,1530,23958,3,1965,24,24,3
"4749",4749,142000,42510,3,2,1355,6534,3,2003,24,24,3
"4750",4750,270000,42531,4,3.5,2684,43560,3,1969,24,24,3
"4751",4751,120000,42431,3,1.5,1295,43560,3,1984,24,24,3
"4752",4752,195000,42471,3,2,2427,43560,3,1956,24,24,3
"4753",4753,205000,42480,3,2,2023,43560,3,1989,24,24,3
"4754",4754,227900,42424,4,3,2250,7840,3,1989,24,24,3
"4755",4755,272500,42523,4,3,2508,30927.6,3,2012,24,24,3
"4756",4756,490000,42446,5,4.5,4236,43560,3,1999,24,24,3
"4757",4757,186500,42457,4,3,2238,20037.6,3,1970,24,24,3
"4758",4758,312700,42464,4,4,2739,43560,3,1990,24,24,3
"4759",4759,238500,42517,4,3,2261,10890,3,1980,24,24,3
"4760",4760,323000,42549,4,3,3387,21780,3,1964,24,24,3
"4761",4761,175000,42443,3,2,1624,43560,3,1965,24,24,3
"4762",4762,69000,42432,3,1.5,1224,19166.4,3,1966,24,24,3
"4763",4763,205000,42538,2,2,1885,43560,3,1965,24,24,3
"4764",4764,4e+05,42464,5,3.5,4054,46173.6,3,1959,24,24,3
"4765",4765,112000,42471,3,1.5,1020,20037.6,3,1976,24,24,3
"4766",4766,312500,42465,3,2,1775,43560,3,1961,24,24,3
"4767",4767,102000,42487,2,1,1584,10018,3,1951,24,24,3
"4768",4768,376900,42500,4,2,1984,10018,3,1965,24,24,3
"4769",4769,196062,42495,3,1.5,2000,28749.6,3,1963,24,24,3
"4770",4770,135000,42523,4,3,2050,16988.4,3,1967,24,24,3
"4771",4771,325000,42466,3,2.5,1838,6098,3,1923,24,24,3
"4772",4772,150000,42514,3,2,1516,18295.2,3,1983,24,24,3
"4773",4773,155000,42486,4,2,2619,14374.8,3,1966,24,24,3
"4774",4774,245000,42523,3,2,2450,43560,3,1968,24,24,3
"4775",4775,290000,42501,4,2.5,4050,27878.4,3,1976,24,24,3
"4776",4776,248000,42419,3,2.5,2973,43560,3,1970,24,24,3
"4777",4777,235000,42458,4,3,3060,13939.2,3,1984,24,24,3
"4778",4778,119000,42536,3,2,1566,19602,3,1967,24,24,3
"4779",4779,135000,42515,3,2,1156,9987,3,1981,24,24,3
"4780",4780,258000,42530,4,3,2151,43560,3,1968,24,24,3
"4781",4781,439900,42485,5,3.5,4500,15246,3,1975,24,24,3
"4782",4782,444000,42550,4,2.5,2740,232610.4,3,1997,24,24,3
"4783",4783,493000,42538,4,4,4200,78408,3,2003,24,24,3
"4784",4784,241000,42436,3,3,2845,12196.8,3,1990,24,24,3
"4785",4785,280100,42447,4,3.5,3158,43560,3,1935,24,24,3
"4786",4786,204000,42493,3,3,1702,12632.4,3,1994,24,24,3
"4787",4787,130000,42468,4,2,2039,33105.6,3,1985,24,24,3
"4788",4788,236400,42551,3,2,1940,15246,3,1920,24,24,3
"4789",4789,110000,42443,2,1,1020,59241.6,3,1936,24,24,3
"4790",4790,63000,42499,4,3,2032,82328.4,3,1978,24,24,3
"4791",4791,49100,42432,1,1,875,43560,3,1896,24,24,3
"4792",4792,177000,42566,3,2,1460,43560,3,1988,24,24,3
"4793",4793,127900,42459,3,3,1228,6000,3,1991,24,24,3
"4794",4794,2e+05,42521,3,2,2097,10890,3,1992,24,24,3
"4795",4795,65000,42450,2,1,763,43560,3,1991,24,24,3
"4796",4796,469000,42523,3,2,1800,8712,3,1931,24,24,3
"4797",4797,356500,42503,3,3,3982,20908.8,3,1995,24,24,3
"4798",4798,295000,42517,4,3,3191,43560,3,1994,24,24,3
"4799",4799,118750,42480,2,2,1302,6969,3,1994,24,24,3
"4800",4800,180000,42436,3,2,1880,8712,3,1996,24,24,3
"4801",4801,340000,42527,5,4,4163,43560,3,1997,24,24,3
"4802",4802,128500,42493,3,2,1440,7405,3,1995,24,24,3
"4803",4803,112000,42430,3,2,1196,18295.2,3,1965,24,24,3
"4804",4804,128000,42562,3,2,1284,7187,3,2000,24,24,3
"4805",4805,152500,42535,3,2,1627,7840,3,1998,24,24,3
"4806",4806,120500,42460,3,1.5,1286,43560,3,1963,24,24,3
"4807",4807,510000,42528,4,4.5,3948,43560,3,2000,24,24,3
"4808",4808,172000,42423,3,3,1952,43560,3,1999,24,24,3
"4809",4809,203000,42487,3,2.5,2205,43560,3,2004,24,24,3
"4810",4810,175000,42534,3,2,1781,8712,3,2004,24,24,3
"4811",4811,184000,42466,3,2,1880,12196.8,3,1983,24,24,3
"4812",4812,280000,42436,3,2.5,2589,11761.2,3,1997,24,24,3
"4813",4813,371830,42460,3,2.5,2207,19602,3,1911,24,24,3
"4814",4814,154100,42452,3,2,1640,43560,3,1979,24,24,3
"4815",4815,67500,42471,3,1,1652,13503.6,3,1957,24,24,3
"4816",4816,116000,42550,3,2,1200,43560,3,1988,24,24,3
"4817",4817,244000,42466,3,2,2264,43560,3,1980,24,24,3
"4818",4818,455000,42551,3,3,3168,13939.2,3,1994,24,24,3
"4819",4819,206000,42436,4,2,2036,43560,3,1980,24,24,3
"4820",4820,240000,42440,3,2.5,2396,8712,3,1991,24,24,3
"4821",4821,289000,42492,5,4,3198,9583,3,1979,24,24,3
"4822",4822,235000,42500,3,2.5,2058,15246,3,1978,24,24,3
"4823",4823,293500,42461,2,2.5,2010,43560,3,1973,24,24,3
"4824",4824,122000,42536,4,2.5,1152,4356,3,1948,24,24,3
"4825",4825,190000,42466,3,2,2409,43560,3,1955,24,24,3
"4826",4826,225000,42452,3,2,2230,13939.2,3,1970,24,24,3
"4827",4827,149900,42461,3,2.5,1834,8712,3,2005,24,24,3
"4828",4828,180500,42450,3,2.5,1932,43560,3,2006,24,24,3
"4829",4829,305000,42513,4,3.5,3578,43560,3,2005,24,24,3
"4830",4830,170000,42429,4,2,1704,9147,3,2005,24,24,3
"4831",4831,201000,42514,4,2,2050,43560,3,2007,24,24,3
"4832",4832,163000,42535,3,2,1645,9147,3,2005,24,24,3
"4833",4833,173000,42445,4,2,1902,10454,3,2005,24,24,3
"4834",4834,319900,42482,4,3,2923,13068,3,2005,24,24,3
"4835",4835,397700,42509,4,3.5,3450,43560,3,2006,24,24,3
"4836",4836,234500,42445,3,2,2359,43560,3,2007,24,24,3
"4837",4837,215000,42493,3,2,2398,43560,3,2008,24,24,3
"4838",4838,260000,42531,3,3,2376,21780,3,2005,24,24,3
"4839",4839,302000,42492,4,3,3200,16117.2,3,2007,24,24,3
"4840",4840,191000,42432,3,2,1890,13939.2,3,2006,24,24,3
"4841",4841,259900,42535,4,3,2600,21780,3,2007,24,24,3
"4842",4842,186000,42499,3,2,1924,43560,3,2006,24,24,3
"4843",4843,204000,42466,3,2,2001,11761.2,3,2007,24,24,3
"4844",4844,2e+05,42552,3,2,1929,43560,3,2006,24,24,3
"4845",4845,203000,42538,3,2,1977,8712,3,2006,24,24,3
"4846",4846,290900,42478,4,3.5,3530,10890,3,2006,24,24,3
"4847",4847,182000,42429,3,2,1794,43560,3,2006,24,24,3
"4848",4848,177000,42419,4,2,1866,13503.6,3,2006,24,24,3
"4849",4849,176000,42472,3,2,1675,8276,3,2006,24,24,3
"4850",4850,198700,42425,4,3,2286,8276,3,2006,24,24,3
"4851",4851,241000,42494,3,3,2387,13939.2,3,2006,24,24,3
"4852",4852,360000,42495,3,3,2600,683020.8,3,1999,24,24,3
"4853",4853,135000,42493,3,2,1376,87120,3,2007,24,24,3
"4854",4854,202500,42480,4,3,2500,258746.4,3,1996,24,24,3
"4855",4855,380000,42494,3,3,3911,871200,3,1997,24,24,3
"4856",4856,435000,42451,5,4,3712,255697.2,3,2001,24,24,3
"4857",4857,1578500,42479,4,4.5,5191,318423.6,3,1933,24,24,3
"4858",4858,619650,42521,5,5.5,5098,22215.6,3,2005,24,24,3
"4859",4859,328500,42524,4,3,3141,12632.4,3,2006,24,24,3
"4860",4860,178000,42493,4,2,1890,9147,3,2007,24,24,3
"4861",4861,215000,42438,3,2,2037,43560,3,2007,24,24,3
"4862",4862,172000,42488,3,2,1751,9147,3,2006,24,24,3
"4863",4863,177000,42466,4,2,1844,43560,3,2006,24,24,3
"4864",4864,186000,42508,3,2,1800,9583,3,2006,24,24,3
"4865",4865,153500,42527,3,2,1492,8276,3,2007,24,24,3
"4866",4866,208000,42528,3,2,1849,10890,3,2007,24,24,3
"4867",4867,229500,42524,3,2,2077,11761.2,3,2007,24,24,3
"4868",4868,160000,42488,3,2,1629,43560,3,2006,24,24,3
"4869",4869,177000,42531,3,2,1632,43560,3,2007,24,24,3
"4870",4870,132000,42482,3,2,1431,6098,3,2007,24,24,3
"4871",4871,154000,42436,3,2,1589,6098,3,2007,24,24,3
"4872",4872,140000,42528,3,2,1389,4791,3,2007,24,24,3
"4873",4873,130900,42480,3,2,1269,5662,3,2007,24,24,3
"4874",4874,216300,42478,3,3,1650,43560,3,2007,24,24,3
"4875",4875,203500,42431,3,2,1883,14374.8,3,2007,24,24,3
"4876",4876,149000,42438,3,2,1369,10500,3,2007,24,24,3
"4877",4877,175000,42499,3,2,1685,43560,3,2007,24,24,3
"4878",4878,155000,42566,3,2,1399,8276,3,2007,24,24,3
"4879",4879,189200,42527,4,2,2100,43560,3,2006,24,24,3
"4880",4880,199820,42496,4,2,2430,10140,3,2006,24,24,3
"4881",4881,162900,42508,3,2,1500,43560,3,2007,24,24,3
"4882",4882,159000,42535,3,2,1503,43560,3,2007,24,24,3
"4883",4883,158500,42482,3,2,1503,6969,3,2007,24,24,3
"4884",4884,2e+05,42433,4,3,2995,1698,3,1967,24,24,3
"4885",4885,379000,42524,4,3.5,3552,43560,3,2009,24,24,3
"4886",4886,263500,42514,4,3,2308,13068,3,2008,24,24,3
"4887",4887,299500,42494,4,3.5,2776,23522.4,3,2009,24,24,3
"4888",4888,159000,42537,4,2,1575,7840,3,2008,24,24,3
"4889",4889,117000,42521,3,2,1162,43560,3,2009,24,24,3
"4890",4890,255000,42500,3,3,1950,3049,3,2008,24,24,3
"4891",4891,230000,42464,3,2.5,1850,3049,3,2009,24,24,3
"4892",4892,219500,42541,4,2,2076,10454,3,2008,24,24,3
"4893",4893,180000,42429,3,2,1815,9583,3,2009,24,24,3
"4894",4894,169999,42419,3,2,1716,9147,3,2009,24,24,3
"4895",4895,176000,42485,3,2,1619,43560,3,2009,24,24,3
"4896",4896,227500,42495,3,2.5,1750,3049,3,2008,24,24,3
"4897",4897,164000,42501,3,2,1532,10890,3,2010,24,24,3
"4898",4898,150000,42481,3,2.5,1625,8712,3,2008,24,24,3
"4899",4899,120000,42473,1,1,1140,144619.2,3,2015,24,24,3
"4900",4900,360000,42559,2,2,1441,43560,3,2009,24,24,3
"4901",4901,480000,42447,5,5,4275,43124.4,3,2012,24,24,3
"4902",4902,345000,42529,4,5,3123,21780,3,2012,24,24,3
"4903",4903,146500,42461,3,2,1731,43560,3,2011,24,24,3
"4904",4904,137500,42433,3,2,1422,10890,3,2010,24,24,3
"4905",4905,142000,42527,3,2,1422,10890,3,2010,24,24,3
"4906",4906,310000,42529,4,3,2624,10018,3,2011,24,24,3
"4907",4907,316000,42488,4,3,2681,11761.2,3,2011,24,24,3
"4908",4908,385000,42492,4,3.5,3700,43560,3,2011,24,24,3
"4909",4909,299500,42495,5,4,2465,43560,3,2011,24,24,3
"4910",4910,299900,42457,4,2.5,2586,13503.6,3,2010,24,24,3
"4911",4911,350000,42523,5,4,3147,14374.8,3,2012,24,24,3
"4912",4912,169000,42430,4,2,1601,11761.2,3,2012,24,24,3
"4913",4913,260200,42496,3,3,1832,16552.8,3,2012,24,24,3
"4914",4914,189000,42492,3,2,1696,43560,3,2012,24,24,3
"4915",4915,160900,42429,3,2,1780,8712,3,2012,24,24,3
"4916",4916,156000,42425,3,2,1466,43560,3,2008,24,24,3
"4917",4917,299900,42563,4,3,2405,11761.2,3,2011,24,24,3
"4918",4918,345900,42543,3,2,1726,7840,3,2014,24,24,3
"4919",4919,167250,42509,3,2,1610,10454,3,2005,24,24,3
"4920",4920,120900,42542,3,1.5,1050,20037.6,3,1974,24,24,3
